state,year,yearly_avg
2,2002,-4.483928571428572
2,2003,-3.4908333333333337
2,2004,-2.026190476190476
2,2005,2.4321428571428574
2,2006,-3.016428571428572
2,2007,-3.306309523809524
2,2008,-0.23726190476190473
2,2009,-1.9457142857142855
2,2010,0.9101190476190476
2,2011,-2.0025
2,2012,-2.494404761904762
2,2013,-1.100952380952381
2,2014,-91.74833333333333
3,1895,-0.0799074074074074
3,1896,-2.0555555555555554
3,1897,-1.9096296296296298
3,1898,0.6006481481481482
3,1899,-0.858611111111111
3,1900,-0.11240740740740741
3,1901,-2.146574074074074
3,1902,-0.4130555555555557
3,1903,0.5622222222222222
3,1904,-0.5300925925925927
3,1905,1.7862962962962965
3,1906,2.4117592592592594
3,1907,0.7195370370370371
3,1908,0.09074074074074073
3,1909,-1.0865740740740741
3,1910,-0.15953703703703695
3,1911,-0.6068518518518519
3,1912,0.08916666666666667
3,1913,-0.09268518518518516
3,1914,-1.3210185185185184
3,1915,0.6312037037037037
3,1916,-1.2319444444444445
3,1917,-0.7683333333333333
3,1918,-1.6331481481481482
3,1919,0.38564814814814813
3,1920,1.1355555555555557
3,1921,-0.4162962962962963
3,1922,-0.841574074074074
3,1923,1.194074074074074
3,1924,-0.9077777777777778
3,1925,-2.6320370370370374
3,1926,-0.5877777777777777
3,1927,2.473240740740741
3,1928,1.2261111111111112
3,1929,-0.02657407407407406
3,1930,-1.279537037037037
3,1931,-1.0697222222222225
3,1932,-0.3068518518518519
3,1933,-0.3576851851851852
3,1934,-1.4927777777777778
3,1935,0.15194444444444447
3,1936,-2.2275
3,1937,0.28361111111111115
3,1938,0.19203703703703706
3,1939,0.06953703703703701
3,1940,-0.5612037037037036
3,1941,-0.7397222222222223
3,1942,-0.264537037037037
3,1943,-2.279351851851852
3,1944,-0.5147222222222223
3,1945,3.268333333333333
3,1946,1.0585185185185186
3,1947,-1.1768518518518518
3,1948,0.07638888888888888
3,1949,1.4141666666666668
3,1950,2.4775
3,1951,0.9500925925925926
3,1952,-0.8149074074074074
3,1953,-1.339074074074074
3,1954,-3.787037037037037
3,1955,-2.4755555555555557
3,1956,-2.326574074074074
3,1957,2.4916666666666667
3,1958,2.4471296296296297
3,1959,-0.13379629629629627
3,1960,-0.1312037037037037
3,1961,0.9887037037037038
3,1962,0.08916666666666671
3,1963,-2.6633333333333336
3,1964,-1.9450925925925928
3,1965,-0.9530555555555557
3,1966,-1.0024074074074074
3,1967,-0.14148148148148143
3,1968,1.6458333333333333
3,1969,-0.32453703703703707
3,1970,-0.011481481481481474
3,1971,-1.0801851851851854
3,1972,-0.7352777777777777
3,1973,3.2907407407407407
3,1974,3.1039814814814815
3,1975,2.0975
3,1976,-0.49759259259259253
3,1977,-1.0864814814814816
3,1978,-0.5428703703703703
3,1979,1.9549999999999998
3,1980,-1.026574074074074
3,1981,-0.8548148148148148
3,1982,0.09611111111111113
3,1983,-0.05370370370370376
3,1984,0.9068518518518519
3,1985,0.38796296296296295
3,1986,-0.867962962962963
3,1987,-0.5921296296296297
3,1988,-0.40601851851851856
3,1989,1.6687037037037036
3,1990,1.8150925925925927
3,1991,1.6381481481481481
3,1992,0.8031481481481481
3,1993,0.9094444444444445
3,1994,1.0758333333333334
3,1995,-0.5373148148148148
3,1996,-0.15398148148148147
3,1997,1.2709259259259258
3,1998,-0.7218518518518517
3,1999,-1.2348148148148148
3,2000,-1.7700925925925926
3,2001,0.2804629629629629
3,2002,0.7016666666666667
3,2003,-0.22046296296296294
3,2004,0.4596296296296296
3,2005,-1.4787962962962962
3,2006,-1.9476851851851853
3,2007,-0.5514814814814815
3,2008,1.693148148148148
3,2009,2.983425925925926
3,2010,-1.1314814814814813
3,2011,-1.5969444444444445
3,2012,-1.7481481481481482
3,2013,0.6000000000000001
3,2014,-91.5687037037037
4,1895,1.424642857142857
4,1896,1.121904761904762
4,1897,-1.0333333333333334
4,1898,-3.647261904761905
4,1899,-1.886309523809524
4,1900,-0.5570238095238095
4,1901,0.5327380952380952
4,1902,-0.3170238095238096
4,1903,-0.7091666666666667
4,1904,0.40011904761904754
4,1905,0.8301190476190475
4,1906,4.138333333333334
4,1907,3.303809523809524
4,1908,-0.062261904761904775
4,1909,2.0304761904761905
4,1910,-1.1694047619047618
4,1911,1.7084523809523808
4,1912,1.2850000000000001
4,1913,0.6128571428571428
4,1914,3.135476190476191
4,1915,3.9413095238095237
4,1916,3.643095238095238
4,1917,0.41190476190476183
4,1918,-0.3402380952380951
4,1919,-0.6036904761904761
4,1920,0.6259523809523809
4,1921,1.520595238095238
4,1922,1.6486904761904762
4,1923,0.1454761904761905
4,1924,-2.826309523809524
4,1925,0.00023809523809533876
4,1926,-0.19797619047619044
4,1927,1.3695238095238094
4,1928,-1.2854761904761904
4,1929,-1.4164285714285716
4,1930,0.10083333333333336
4,1931,-1.3947619047619046
4,1932,-0.30690476190476185
4,1933,-0.7473809523809525
4,1934,-2.098809523809524
4,1935,-0.09380952380952379
4,1936,-0.16059523809523807
4,1937,0.7102380952380952
4,1938,1.7551190476190475
4,1939,-0.9857142857142855
4,1940,0.1958333333333333
4,1941,3.3583333333333334
4,1942,1.414404761904762
4,1943,0.7940476190476191
4,1944,1.0514285714285716
4,1945,1.3896428571428572
4,1946,-0.3435714285714285
4,1947,-1.625595238095238
4,1948,-0.7467857142857142
4,1949,-1.375
4,1950,-0.1030952380952381
4,1951,-0.5138095238095237
4,1952,1.645
4,1953,0.07107142857142858
4,1954,-0.8113095238095239
4,1955,-0.9040476190476189
4,1956,0.34523809523809523
4,1957,0.5541666666666667
4,1958,2.075
4,1959,-2.4575
4,1960,-2.0669047619047616
4,1961,-2.3870238095238094
4,1962,-0.4882142857142857
4,1963,1.271904761904762
4,1964,-0.7855952380952382
4,1965,0.781547619047619
4,1966,-0.9464285714285714
4,1967,1.7678571428571428
4,1968,-1.0560714285714285
4,1969,1.0069047619047617
4,1970,-0.9291666666666666
4,1971,0.022619047619047667
4,1972,-1.1016666666666666
4,1973,0.41690476190476194
4,1974,0.2765476190476191
4,1975,0.12154761904761902
4,1976,-2.5191666666666666
4,1977,-2.73154761904762
4,1978,2.134880952380952
4,1979,0.6136904761904762
4,1980,1.0034523809523812
4,1981,-1.3483333333333334
4,1982,2.7365476190476192
4,1983,5.805119047619047
4,1984,-0.6183333333333333
4,1985,-1.4511904761904761
4,1986,-0.11095238095238101
4,1987,-2.771785714285714
4,1988,-2.4244047619047615
4,1989,-1.6020238095238095
4,1990,-2.3189285714285717
4,1991,-0.5800000000000001
4,1992,-0.8855952380952381
4,1993,1.1555952380952381
4,1994,-1.599047619047619
4,1995,3.4009523809523805
4,1996,1.6824999999999997
4,1997,-0.599047619047619
4,1998,3.9175
4,1999,-0.4464285714285715
4,2000,-0.8215476190476192
4,2001,-2.0038095238095237
4,2002,-2.5349999999999997
4,2003,-0.4173809523809524
4,2004,-1.1872619047619046
4,2005,2.782380952380952
4,2006,0.23940476190476184
4,2007,-3.394404761904762
4,2008,-2.9701190476190473
4,2009,-1.586547619047619
4,2010,1.3332142857142857
4,2011,1.4161904761904762
4,2012,-1.8360714285714284
4,2013,-3.3322619047619044
4,2014,-92.05380952380952
5,1895,3.3184999999999993
5,1896,2.5881666666666665
5,1897,2.7911666666666664
5,1898,1.7479999999999998
5,1899,-0.18283333333333335
5,1900,-0.8713333333333331
5,1901,-2.2725
5,1902,-2.7904999999999998
5,1903,-1.322833333333333
5,1904,-1.2486666666666664
5,1905,1.8719999999999999
5,1906,2.8128333333333333
5,1907,2.728666666666667
5,1908,1.1625
5,1909,4.258333333333333
5,1910,1.8933333333333333
5,1911,1.9221666666666668
5,1912,5.035
5,1913,4.019166666666666
5,1914,5.527333333333334
5,1915,5.6125
5,1916,4.802666666666667
5,1917,4.481
5,1918,2.446
5,1919,2.5261666666666667
5,1920,4.2909999999999995
5,1921,4.1125
5,1922,2.3718333333333335
5,1923,3.8023333333333333
5,1924,2.8571666666666666
5,1925,0.2038333333333333
5,1926,2.644
5,1927,3.4671666666666665
5,1928,3.8296666666666668
5,1929,3.7475
5,1930,2.5321666666666665
5,1931,-0.6975000000000001
5,1932,-2.0641666666666665
5,1933,-2.6786666666666665
5,1934,-4.8665
5,1935,-3.383333333333333
5,1936,-2.9775
5,1937,-3.018666666666667
5,1938,-0.003666666666666707
5,1939,-1.7266666666666666
5,1940,-1.9763333333333333
5,1941,3.124666666666667
5,1942,4.643666666666666
5,1943,1.3153333333333335
5,1944,1.959166666666667
5,1945,1.5776666666666668
5,1946,-0.09650000000000014
5,1947,2.9365
5,1948,2.1015
5,1949,0.7753333333333334
5,1950,-1.9411666666666665
5,1951,-0.7056666666666668
5,1952,-0.22099999999999992
5,1953,-1.649833333333333
5,1954,-3.906
5,1955,-3.9858333333333333
5,1956,-3.674333333333334
5,1957,2.4298333333333333
5,1958,1.7381666666666669
5,1959,0.12533333333333335
5,1960,-0.01666666666666674
5,1961,0.7433333333333332
5,1962,-0.3785
5,1963,-2.818166666666667
5,1964,-2.690166666666667
5,1965,1.972
5,1966,-1.033
5,1967,-0.019166666666666655
5,1968,-0.403
5,1969,0.9206666666666667
5,1970,2.4170000000000003
5,1971,1.3891666666666667
5,1972,-0.6481666666666667
5,1973,2.8841666666666663
5,1974,-0.5314999999999999
5,1975,-0.17183333333333323
5,1976,-0.8578333333333331
5,1977,-2.505
5,1978,-1.8358333333333334
5,1979,2.07
5,1980,1.397333333333333
5,1981,-1.4923333333333333
5,1982,0.37966666666666654
5,1983,2.648
5,1984,3.7103333333333333
5,1985,3.0015
5,1986,2.1843333333333335
5,1987,2.4646666666666666
5,1988,1.1776666666666666
5,1989,-0.9628333333333334
5,1990,-0.024333333333333228
5,1991,0.6448333333333333
5,1992,1.6454999999999997
5,1993,2.7301666666666664
5,1994,0.7845000000000001
5,1995,2.9878333333333336
5,1996,0.8859999999999999
5,1997,2.456666666666666
5,1998,2.719333333333333
5,1999,2.4735
5,2000,-0.7051666666666667
5,2001,-0.9133333333333333
5,2002,-4.530666666666667
5,2003,-3.3216666666666668
5,2004,-1.6024999999999998
5,2005,0.022499999999999964
5,2006,-0.6935
5,2007,0.8171666666666667
5,2008,-0.05049999999999999
5,2009,0.48583333333333334
5,2010,1.1893333333333334
5,2011,-0.6789999999999999
5,2012,-4.127833333333333
5,2013,-2.587333333333333
5,2014,-91.61283333333333
6,1895,-1.7169444444444444
6,1896,-2.0861111111111112
6,1897,0.21805555555555559
6,1898,0.8063888888888889
6,1899,-1.0788888888888888
6,1900,-1.6536111111111111
6,1901,0.7633333333333333
6,1902,0.9225
6,1903,0.4255555555555555
6,1904,-0.7238888888888888
6,1905,-1.969722222222222
6,1906,-1.3783333333333336
6,1907,-0.48222222222222216
6,1908,-0.8194444444444443
6,1909,-1.896388888888889
6,1910,-3.119444444444445
6,1911,-3.2311111111111113
6,1912,-2.1619444444444444
6,1913,-2.716944444444444
6,1914,-2.4425
6,1915,-2.297222222222222
6,1916,-1.6708333333333334
6,1917,-1.8677777777777775
6,1918,-2.101388888888889
6,1919,-0.6330555555555556
6,1920,0.4791666666666667
6,1921,-1.448611111111111
6,1922,-1.2694444444444446
6,1923,-1.45
6,1924,-1.54
6,1925,-2.783888888888889
6,1926,-1.9966666666666668
6,1927,-0.03833333333333335
6,1928,0.08916666666666662
6,1929,-1.7375
6,1930,-3.635833333333333
6,1931,-2.8572222222222217
6,1932,-1.1025000000000003
6,1933,-0.1294444444444445
6,1934,0.601111111111111
6,1935,-0.6838888888888889
6,1936,0.45249999999999996
6,1937,1.561111111111111
6,1938,1.4736111111111114
6,1939,-0.03527777777777774
6,1940,0.43722222222222223
6,1941,-0.9472222222222221
6,1942,0.32833333333333337
6,1943,-0.7311111111111112
6,1944,-0.8075000000000001
6,1945,0.7122222222222222
6,1946,-0.5933333333333334
6,1947,-0.7330555555555556
6,1948,-0.2008333333333334
6,1949,-1.3555555555555554
6,1950,-1.333611111111111
6,1951,0.5158333333333333
6,1952,1.6225000000000003
6,1953,0.3247222222222222
6,1954,-0.1036111111111111
6,1955,0.7713888888888888
6,1956,-0.3955555555555556
6,1957,-2.234166666666667
6,1958,1.2255555555555555
6,1959,-0.21777777777777776
6,1960,0.4694444444444444
6,1961,-0.5522222222222223
6,1962,-1.735
6,1963,-2.145277777777778
6,1964,-2.8633333333333333
6,1965,-4.193333333333334
6,1966,-4.05
6,1967,-0.7072222222222222
6,1968,-0.8236111111111112
6,1969,0.09166666666666663
6,1970,-1.17
6,1971,-0.6161111111111109
6,1972,2.2844444444444445
6,1973,2.5927777777777776
6,1974,1.1141666666666665
6,1975,1.5086111111111113
6,1976,1.4344444444444446
6,1977,0.846111111111111
6,1978,-0.3047222222222223
6,1979,1.058611111111111
6,1980,-0.7958333333333333
6,1981,-1.0602777777777779
6,1982,-0.12805555555555553
6,1983,1.6847222222222225
6,1984,1.0927777777777778
6,1985,-0.4822222222222221
6,1986,-0.40416666666666673
6,1987,-0.5555555555555555
6,1988,-1.196111111111111
6,1989,1.4430555555555555
6,1990,1.5833333333333333
6,1991,-0.3161111111111111
6,1992,0.643611111111111
6,1993,0.2922222222222222
6,1994,0.6319444444444443
6,1995,-0.8469444444444445
6,1996,2.432777777777778
6,1997,0.1830555555555556
6,1998,-0.02805555555555554
6,1999,-0.42777777777777765
6,2000,0.32861111111111113
6,2001,-0.6647222222222222
6,2002,-1.1080555555555553
6,2003,1.3108333333333333
6,2004,0.7533333333333334
6,2005,0.6119444444444445
6,2006,2.7236111111111114
6,2007,0.07888888888888895
6,2008,2.1555555555555554
6,2009,2.0913888888888885
6,2010,0.01027777777777783
6,2011,2.0594444444444444
6,2012,-0.8836111111111111
6,2013,-0.2572222222222222
6,2014,-91.73666666666666
7,1895,-0.9595833333333333
7,1896,-1.09625
7,1897,0.4408333333333333
7,1898,0.29250000000000004
7,1899,-0.5245833333333334
7,1900,-1.4429166666666666
7,1901,-0.9391666666666665
7,1902,1.4145833333333333
7,1903,1.7258333333333333
7,1904,-0.38625
7,1905,0.25583333333333336
7,1906,1.5383333333333333
7,1907,1.8787500000000001
7,1908,-0.11249999999999999
7,1909,-1.0829166666666667
7,1910,-1.9274999999999998
7,1911,-0.6299999999999999
7,1912,-0.36416666666666664
7,1913,-1.3125
7,1914,-1.8754166666666665
7,1915,0.0920833333333333
7,1916,-0.5766666666666667
7,1917,0.2829166666666667
7,1918,-1.5966666666666667
7,1919,1.0945833333333332
7,1920,1.7470833333333333
7,1921,-1.4787500000000002
7,1922,-1.2695833333333333
7,1923,-0.45541666666666675
7,1924,1.0454166666666667
7,1925,-2.02625
7,1926,-0.24000000000000005
7,1927,0.17458333333333337
7,1928,0.7891666666666667
7,1929,-0.7591666666666667
7,1930,-3.0808333333333335
7,1931,-3.3025000000000007
7,1932,0.3629166666666667
7,1933,2.092916666666667
7,1934,2.0429166666666667
7,1935,2.6758333333333333
7,1936,1.9595833333333335
7,1937,1.4645833333333331
7,1938,1.0270833333333333
7,1939,0.5295833333333332
7,1940,-0.21875
7,1941,-1.896666666666667
7,1942,-1.8220833333333333
7,1943,-0.5499999999999999
7,1944,-0.012916666666666687
7,1945,1.5379166666666668
7,1946,0.5975
7,1947,-0.3770833333333333
7,1948,1.6016666666666668
7,1949,-0.5341666666666667
7,1950,-0.8041666666666666
7,1951,-0.11250000000000002
7,1952,1.9258333333333333
7,1953,0.6004166666666666
7,1954,-1.9408333333333334
7,1955,-1.1724999999999999
7,1956,0.4345833333333333
7,1957,-0.90625
7,1958,1.8270833333333334
7,1959,-0.4525
7,1960,0.48416666666666663
7,1961,0.8866666666666667
7,1962,-1.2516666666666665
7,1963,-2.1550000000000002
7,1964,-2.2133333333333334
7,1965,-3.7391666666666667
7,1966,-2.76375
7,1967,0.7991666666666666
7,1968,-1.8650000000000002
7,1969,-1.063333333333333
7,1970,-0.04791666666666666
7,1971,0.5900000000000001
7,1972,2.4070833333333335
7,1973,0.47666666666666657
7,1974,-0.42000000000000004
7,1975,1.925
7,1976,-1.0620833333333333
7,1977,-1.100833333333333
7,1978,1.41875
7,1979,2.3658333333333337
7,1980,-0.8750000000000002
7,1981,-1.935
7,1982,-0.6375
7,1983,0.9112499999999999
7,1984,0.6724999999999999
7,1985,-2.6129166666666666
7,1986,-2.183333333333333
7,1987,-1.58875
7,1988,-1.4966666666666666
7,1989,2.033333333333333
7,1990,0.18541666666666684
7,1991,-1.4675
7,1992,-0.7379166666666664
7,1993,0.21166666666666661
7,1994,0.7729166666666667
7,1995,-0.9625000000000001
7,1996,2.7666666666666666
7,1997,-0.7
7,1998,-0.6691666666666667
7,1999,-0.8404166666666667
7,2000,1.1654166666666668
7,2001,-0.6787500000000001
7,2002,-1.7883333333333333
7,2003,3.6983333333333333
7,2004,1.7816666666666667
7,2005,0.8945833333333334
7,2006,0.8045833333333333
7,2007,-0.6100000000000001
7,2008,-1.3787499999999997
7,2009,1.2491666666666665
7,2010,-0.10999999999999996
7,2011,-0.55125
7,2012,-2.279166666666667
7,2013,1.0941666666666667
7,2014,-91.53625
8,1895,-0.1255952380952381
8,1896,-0.3519047619047619
8,1897,-0.2596428571428571
8,1898,-0.33916666666666667
8,1899,0.3252380952380952
8,1900,0.7313095238095236
8,1901,0.9875
8,1902,-0.30309523809523814
8,1903,1.1817857142857142
8,1904,-0.27226190476190476
8,1905,0.685952380952381
8,1906,0.9159523809523809
8,1907,-2.1029761904761903
8,1908,-1.150952380952381
8,1909,-1.0608333333333333
8,1910,-0.23904761904761904
8,1911,-1.1247619047619046
8,1912,1.3677380952380953
8,1913,-0.4279761904761905
8,1914,-0.6832142857142857
8,1915,0.4795238095238095
8,1916,-0.8411904761904763
8,1917,-1.6513095238095237
8,1918,-1.3784523809523808
8,1919,0.6307142857142857
8,1920,0.6592857142857144
8,1921,-0.9053571428571429
8,1922,-0.026547619047619025
8,1923,-0.15059523809523806
8,1924,0.2738095238095238
8,1925,-0.14976190476190473
8,1926,1.681547619047619
8,1927,-2.2326190476190475
8,1928,0.17500000000000002
8,1929,0.265952380952381
8,1930,1.331309523809524
8,1931,-0.18964285714285709
8,1932,-1.5140476190476193
8,1933,0.16619047619047617
8,1934,-0.47857142857142854
8,1935,-0.9671428571428572
8,1936,1.0436904761904764
8,1937,0.8011904761904762
8,1938,-1.5233333333333334
8,1939,-0.8428571428571427
8,1940,0.313452380952381
8,1941,1.6008333333333333
8,1942,0.24178571428571424
8,1943,-1.4985714285714287
8,1944,-1.0009523809523808
8,1945,-0.725
8,1946,0.20249999999999993
8,1947,2.200238095238095
8,1948,1.606428571428571
8,1949,-0.4010714285714285
8,1950,-1.221547619047619
8,1951,-1.1372619047619048
8,1952,-0.9452380952380953
8,1953,0.9016666666666666
8,1954,0.013690476190476333
8,1955,-1.9440476190476192
8,1956,-2.7246428571428574
8,1957,0.8948809523809524
8,1958,1.9096428571428572
8,1959,2.8016666666666663
8,1960,2.7949999999999995
8,1961,-1.105357142857143
8,1962,-1.8001190476190476
8,1963,-0.6445238095238094
8,1964,0.923452380952381
8,1965,0.5748809523809524
8,1966,1.321547619047619
8,1967,-0.6314285714285715
8,1968,0.6602380952380952
8,1969,2.0688095238095237
8,1970,0.7801190476190475
8,1971,-1.6057142857142854
8,1972,0.026785714285714284
8,1973,0.18976190476190483
8,1974,-0.9492857142857142
8,1975,-1.3771428571428572
8,1976,-0.09142857142857148
8,1977,-0.586547619047619
8,1978,0.6888095238095238
8,1979,0.2508333333333333
8,1980,-0.31035714285714283
8,1981,-1.4674999999999998
8,1982,1.045595238095238
8,1983,2.7323809523809524
8,1984,0.7267857142857144
8,1985,-0.8177380952380953
8,1986,-0.6457142857142857
8,1987,0.12297619047619046
8,1988,0.39559523809523817
8,1989,-1.9832142857142858
8,1990,-2.597142857142857
8,1991,0.3982142857142858
8,1992,0.1703571428571429
8,1993,0.16047619047619047
8,1994,0.8275
8,1995,2.454285714285714
8,1996,0.7253571428571428
8,1997,0.47119047619047627
8,1998,-0.13154761904761902
8,1999,-1.0505952380952381
8,2000,-1.7411904761904762
8,2001,-0.7052380952380952
8,2002,0.1439285714285714
8,2003,1.3752380952380954
8,2004,0.2288095238095238
8,2005,1.055595238095238
8,2006,-1.457857142857143
8,2007,-2.126547619047619
8,2008,-0.6902380952380953
8,2009,-0.7125
8,2010,-0.09023809523809523
8,2011,-2.0175
8,2012,-0.43630952380952387
8,2013,0.44428571428571423
8,2014,-91.60107142857143
9,1895,0.40564814814814815
9,1896,-1.7539814814814814
9,1897,-1.0616666666666665
9,1898,-0.39222222222222247
9,1899,-1.0175925925925926
9,1900,0.6594444444444445
9,1901,1.9633333333333336
9,1902,-0.12935185185185183
9,1903,1.004351851851852
9,1904,-1.9915740740740742
9,1905,-1.6066666666666667
9,1906,0.7296296296296297
9,1907,0.14925925925925929
9,1908,0.20546296296296299
9,1909,0.05787037037037038
9,1910,-0.5812962962962963
9,1911,-1.420925925925926
9,1912,2.8597222222222225
9,1913,-0.06712962962962962
9,1914,-1.5282407407407408
9,1915,-0.3024074074074074
9,1916,-0.8408333333333333
9,1917,-0.0850925925925926
9,1918,-1.0233333333333334
9,1919,1.4599074074074074
9,1920,1.8480555555555556
9,1921,-1.3695370370370368
9,1922,0.03212962962962959
9,1923,0.35370370370370363
9,1924,0.37842592592592594
9,1925,-2.470648148148148
9,1926,-1.3937962962962964
9,1927,-2.557037037037037
9,1928,2.0965740740740744
9,1929,3.683148148148148
